,1D_nwp_globalirrad,1D_nwp_directirrad,1D_nwp_temperature,1D_nwp_humidity,1D_nwp_windspeed,1D_nwp_winddirection,1D_nwp_pressure,1D_lmd_totalirrad,1D_lmd_diffuseirrad,1D_lmd_temperature,1D_lmd_pressure,1D_lmd_winddirection,1D_lmd_windspeed,power,2D_u10,2D_v10,2D_d2m,2D_t2m,2D_sp,2D_tcc,2D_ssrd,2D_fdir,3D_r_500hPa,3D_r_850hPa,3D_r_1000hPa,3D_t_500hPa,3D_t_850hPa,3D_t_1000hPa,3D_u_500hPa,3D_u_850hPa,3D_u_1000hPa,3D_v_500hPa,3D_v_850hPa,3D_v_1000hPa
2019-04-01 11:45:00,0.0,0.0,11.54,25.63,1.45,111.8,997.8,0,0,13.3,995.400024,7,1.5,0.0,-1.65305368491211,0.8908479271972793,262.6389334698242,286.15378270234373,98885.29257879996,0.0,809.1247141262222,2365568.0284160003,72.19521123461912,24.36986663588877,16.13618708423769,252.5745418980957,273.9322747375,285.50877653515624,22.191777156640622,1.455804103320304,-1.7141950727050763,-15.474791683203122,1.1680955539062845,0.8905680166504035
2019-04-01 12:00:00,0.0,0.0,11.3,26.23,0.91,108.67,997.95,0,0,13.1,995.5,20,1.5,0.0,-1.5948338166015628,1.0030232169922004,262.62367131875,286.141515,98858.22609759998,0.0,832.6949288960001,2442825.9315712,71.86628709492186,25.065366923828236,15.780083145739768,252.62105132089843,274.011416378125,285.803430865625,22.33141458359375,1.475758686523426,-1.6525103587890604,-15.302600592968746,1.466699969531282,1.016734291015637
2019-04-01 12:15:00,0.0,0.0,11.05,26.76,0.48,91.72,998.11,0,0,12.8,995.599976,357,1.6,0.0,-1.5819210625976563,1.075143799560559,262.579253809375,286.8906972015625,98824.26789119998,0.0030181141845703,840.1618823395556,2467367.5039744,70.66364856142576,25.34685973849497,15.567281167489648,252.71434794628905,274.13019379062496,286.09546898671874,22.583834584521487,1.355412664453115,-1.630165251611326,-15.284033737109372,1.648527547070342,1.0904010598632925
2019-04-01 12:30:00,0.0,0.0,10.82,27.09,0.42,331.22,998.28,0,0,12.7,995.900024,354,1.8,0.0,-1.5690083085937503,1.1472643821289177,262.5348363,287.6398794031249,98790.30968479998,0.0060362283691407,847.6288357831112,2491909.0763776,69.46101002792966,25.628352553161704,15.354479189239528,252.80764457167967,274.248971203125,286.3875071078125,22.83625458544922,1.235066642382804,-1.6078201444335918,-15.265466881249996,1.8303551246094016,1.1640678287109476
2019-04-01 12:45:00,0.0,0.0,10.62,27.17,0.71,310.16,998.44,0,0,12.3,996.0,344,1.2,0.0,-1.5560955545898438,1.219384964697276,262.490418790625,288.38906160468747,98756.35147839996,0.0090543425537111,855.0957892266667,2516450.6487808,68.25837149443358,25.90984536782844,15.141677210989403,252.9009411970703,274.36774861562503,286.67954522890625,23.088674586376957,1.1147206203124929,-1.5854750372558577,-15.24690002539062,2.0121827021484617,1.2377345975586027
2019-04-01 13:00:00,0.0,0.0,10.39,27.24,1.07,300.38,998.59,0,0,11.7,996.099976,349,1.2,0.0,-1.5431828005859376,1.2915055472656347,262.44600128125,289.13824380625,98722.39327199996,0.0120724567382815,862.5627426702223,2540992.221184,67.05573296093748,26.19133818249518,14.928875232739284,252.9942378224609,274.486526028125,286.97158335,23.34109458730469,0.994374598242182,-1.5631299300781232,-15.228333169531249,2.1940102796875216,1.311401366406258
2019-04-01 13:15:00,0.0,0.0,10.17,27.21,1.37,293.35,998.7,0,0,11.6,996.299988,339,1.7,0.0,-1.562892437304688,1.3612584739746183,262.4165260210938,289.1394162421875,98680.93531579996,0.0635515985595706,853.3193286684445,2510530.2583808,66.08530855666196,26.268423168719536,14.790394794021632,253.06432548315428,274.66867275859374,287.23409857109374,23.471487397753908,0.8598615306152309,-1.571842443017577,-15.233619630175776,2.368891350390645,1.376784639794929
2019-04-01 13:30:00,0.0,0.0,9.93,27.19,1.61,292.02,998.74,0,0,11.4,996.5,338,1.3,0.0,-1.5826020740234383,1.4310114006836017,262.38705076093754,289.140588678125,98639.47735959996,0.1150307403808598,844.0759146666667,2480068.2955776,65.11488415238645,26.345508154943897,14.65191435530398,253.13441314384767,274.8508194890625,287.4966137921876,23.601880208203127,0.7253484629882797,-1.5805549559570309,-15.238906090820308,2.543772421093768,1.4421679131836005
2019-04-01 13:45:00,0.0,0.0,9.69,27.17,1.81,294.3,998.68,0,0,11.3,996.5,348,2.1,0.0,-1.6023117107421887,1.5007643273925853,262.35757550078125,289.1417611140625,98598.01940339996,0.1665098822021489,834.8325006648888,2449606.3327744,64.14445974811093,26.422593141168257,14.51343391658633,253.20450080454103,275.03296621953126,287.75912901328127,23.732273018652343,0.5908353953613286,-1.5892674688964843,-15.24419255146484,2.718653491796891,1.5075511865722713
2019-04-01 14:00:00,0.0,0.0,9.44,27.22,1.98,297.61,998.61,0,0,11.2,996.5,347,1.3,0.0,-1.622021347460939,1.5705172541015688,262.328100240625,289.14293355,98556.56144719996,0.217989024023438,825.5890866631111,2419144.3699712,63.17403534383542,26.499678127392613,14.37495347786868,253.2745884652344,275.21511295,288.021644234375,23.86266582910156,0.4563223277343775,-1.597979981835938,-15.24947901210937,2.8935345625000144,1.5729344599609425
2019-04-01 14:15:00,0.0,0.0,9.19,27.34,2.08,299.72,998.64,0,0,10.8,996.400024,351,1.3,0.0,-1.7167586177734395,1.613916657617193,262.31551818007813,289.1429479679687,98526.95545339998,0.1980674235839847,799.8920250168889,2332187.6809216,62.43320794624326,26.38618337606815,14.29249112646182,253.3224449534668,275.40728155234376,288.22598163515624,23.991857457617183,0.3457470461914085,-1.6793838356933606,-15.2454728602539,2.988152124267592,1.6006196387695355
2019-04-01 14:30:00,0.0,0.0,8.97,27.46,2.08,300.52,998.69,0,0,10.5,996.5,63,0.0,0.0,-1.81149588808594,1.6573160611328173,262.3029361195313,289.1429623859375,98497.34945959998,0.1781458231445313,774.1949633706666,2245230.991872,61.69238054865109,26.272688624743687,14.21002877505496,253.3703014416992,275.5994501546875,288.4303190359375,24.12104908613281,0.2351717646484395,-1.7607876895507832,-15.241466708398432,3.082769686035169,1.6283048175781285
2019-04-01 14:45:00,0.0,0.0,8.78,27.61,1.98,301.94,998.73,0,0,9.7,996.5,279,0.0,0.0,-1.90623315839844,1.7007154646484417,262.2903540589844,289.1429768039062,98467.74346579995,0.158224222705078,748.4979017244444,2158274.3028224,60.95155315105893,26.159193873419223,14.1275664236481,253.41815792993165,275.79161875703124,288.6346564367187,24.25024071464844,0.1245964831054704,-1.8421915434082057,-15.237460556542963,3.177387247802746,1.6559899963867215
2019-04-01 15:00:00,0.0,0.0,8.6,27.86,1.84,303.72,998.77,0,0,9.400001,996.599976,208,0.0,0.0,-2.0009704287109407,1.7441148681640657,262.2777719984375,289.142991221875,98438.13747199996,0.1383026222656246,722.8008400782222,2071317.6137728,60.21072575346676,26.04569912209476,14.04510407224124,253.4660144181641,275.983787359375,288.8389938375,24.379432343164066,0.0140212015625014,-1.923595397265628,-15.233454404687494,3.272004809570323,1.683675175195315
2019-04-01 15:15:00,0.0,0.0,8.42,28.22,1.7,304.74,998.85,0,0,9.3,996.5,253,0.0,0.0,-2.147236231787113,1.7943647881347675,262.3977316042969,289.254973146875,98414.92811579998,0.1296372200439454,683.0562435413333,1935840.9612288,59.77299732414547,25.996093747027626,14.05849919119266,253.48708263520507,276.1154570242188,288.909296715625,24.35780085791016,-0.0929732636230468,-2.039497501611332,-15.231938001513663,3.378132522851572,1.7096001458496108
2019-04-01 15:30:00,0.0,0.0,8.24,28.63,1.58,302.88,998.98,0,0,8.900001,996.599976,179,0.0,0.0,-2.293502034863285,1.8446147081054696,262.5176912101563,289.36695507187494,98391.7187596,0.1209718178222661,643.3116470044445,1800364.3086848003,59.33526889482418,25.946488371960484,14.071894310144076,253.5081508522461,276.2471266890625,288.97959959375,24.33616937265625,-0.1999677288085951,-2.1553996059570357,-15.230421598339838,3.4842602361328203,1.7355251165039065
2019-04-01 15:45:00,0.0,0.0,8.06,29.04,1.5,300.44,999.15,0,0,9.2,996.5,319,0.0,0.0,-2.439767837939457,1.894864628076172,262.63765081601565,289.4789369968749,98368.50940339998,0.1123064156005868,603.5670504675556,1664887.6561408,58.8975404655029,25.896882996893343,14.085289429095496,253.52921906928717,276.3787963539063,289.049902471875,24.314537887402345,-0.3069621939941435,-2.271301710302738,-15.228905195166009,3.590387949414069,1.7614500871582024
2019-04-01 16:00:00,0.0,0.0,8.17,29.44,1.91,264.55,997.96,0,0,9.8,996.400024,20,0.6,0.0,-2.586033641015629,1.9451145480468732,262.75761042187503,289.59091892187496,98345.30004719998,0.1036410133789075,563.8224539306667,1529411.0035968,58.45981203618161,25.847277621826205,14.098684548046911,253.5502872863281,276.51046601875004,289.12020535,24.29290640214844,-0.4139566591796918,-2.3872038146484424,-15.22738879199218,3.6965156626953175,1.7873750578124985
2019-04-01 16:15:00,0.0,0.0,7.96,29.65,2.13,260.25,997.95,0,0,9.8,996.200012,10,1.4,0.0,-2.738110024804693,2.0025035133789038,262.5876818953125,289.5079151242187,98336.67452859998,0.1483100789794942,517.5171604337778,1391689.0955264005,58.087267819909634,25.85050992503055,14.080185046893348,253.53953915385745,276.6198686351563,289.06990865,24.13628554711914,-0.2257821173339888,-2.4973461308593805,-15.149334791357417,3.794084251513676,1.8233906344726527
2019-04-01 16:30:00,0.0,0.0,7.78,29.82,2.38,259.07,998.16,0,0,9.3,996.200012,257,0.8,0.0,-2.890186408593756,2.0598924787109327,262.41775336875,289.42491132656244,98328.04901,0.1929791445800808,471.21186693688895,1253967.187456,57.71472360363766,25.8537422282349,14.061685545739785,253.52879102138672,276.7292712515625,289.01961195,23.97966469208984,-0.0376075754882859,-2.607488447070318,-15.071280790722648,3.8916528403320343,1.859406211132808
2019-04-01 16:45:00,0.0,0.0,7.6,29.97,2.57,262.21,998.06,0,0,8.0,996.5,246,0.2,0.0,-3.042262792382819,2.1172814440429626,262.2478248421875,289.34190752890623,98319.42349139998,0.2376482101806674,424.9065734400001,1116245.2793856002,57.34217938736568,25.85697453143925,14.043186044586225,253.51804288891603,276.8386738679688,288.96931525,23.823043837060546,0.150566966357417,-2.717630763281256,-14.99322679008788,3.989221429150393,1.8954217877929629
2019-04-01 17:00:00,0.0,0.0,7.45,30.08,2.66,264.32,998.13,0,0,7.9,996.599976,283,0.1,0.0,-3.1943391761718822,2.1746704093749925,262.077896315625,289.25890373125,98310.79797279998,0.2823172757812541,378.6012799431112,978523.3713152003,56.96963517109371,25.86020683464359,14.02468654343266,253.50729475644533,276.948076484375,288.91901855,23.666422982031246,0.33874150820312,-2.827773079492194,-14.915172789453116,4.086790017968752,1.931437364453117
2019-04-01 17:15:00,0.0,0.0,7.34,30.17,2.63,266.48,998.1,0,0,8.3,996.299988,311,1.4,0.0,-2.974350232861336,2.096652993408195,261.9443972757813,288.44650851562494,98309.11452919996,0.454268424536136,327.72827993600004,826350.6048000003,54.61168823139644,25.617469005059853,14.336808161404464,253.56955800737308,276.98587275859376,288.66170875703125,23.695332910498045,0.2400058098632787,-2.6465455671875064,-14.805123517919917,4.168667304931641,1.8690767318359296
2019-04-01 17:30:00,0.0,0.0,7.23,30.28,2.58,268.3,997.92,0,0,8.6,996.200012,313,1.3,0.0,-2.754361289550788,2.018635577441397,261.81089823593754,287.6341133,98307.43108559998,0.6262195732910179,276.85527992888893,674177.8382848002,52.25374129169917,25.374731175476114,14.648929779376264,253.6318212583008,277.0236690328125,288.40439896406247,23.72424283896484,0.1412701115234375,-2.465318054882819,-14.695074246386712,4.250544591894531,1.8067160992187417
2019-04-01 17:45:00,0.0,0.0,7.11,30.44,2.58,267.49,997.99,0,0,8.6,996.200012,327,1.6,0.0,-2.534372346240241,1.9406181614746003,261.67739919609375,286.821718084375,98305.74764199996,0.7981707220458998,225.9822799217778,522005.0717696,49.8957943520019,25.13199334589237,14.961051397348063,253.69408450922853,277.06146530703126,288.14708917109374,23.75315276743164,0.0425344131835962,-2.284090542578132,-14.58502497485351,4.332421878857421,1.744355466601554
2019-04-01 18:00:00,0.0,0.0,6.99,30.61,2.61,262.83,997.94,0,0,8.7,996.200012,329,1.3,0.0,-2.3143834029296944,1.8626007455078029,261.54390015625,286.00932286875,98304.06419839997,0.9701218708007816,175.10927991466667,369832.3052544,47.53784741230464,24.889255516308637,15.273173015319868,253.75634776015627,277.09926158125,287.889779378125,23.78206269589844,-0.056201285156245,-2.1028630302734443,-14.474975703320307,4.41429916582031,1.681994833984366
2019-04-01 18:15:00,0.0,0.0,6.85,30.78,2.64,260.79,997.78,0,0,8.6,996.099976,325,1.6,0.0,-2.204738469287118,1.8037101524902237,261.9597221859375,285.85006601875,98313.68581099996,0.974857193579102,137.2875687111111,281592.5521408,46.23771871403803,24.874594138501017,15.589757384925122,253.8297835494629,277.08045293125,287.6735037382812,24.002261062451176,-0.1005784101562476,-1.930882227832038,-14.612374700585937,4.6784226939453095,1.5615372076660057
2019-04-01 18:30:00,0.0,0.0,6.74,30.9,2.65,262.71,997.7,0,0,8.5,996.099976,314,1.4,0.0,-2.095093535644541,1.7448195594726443,262.37554421562504,285.69080916875,98323.30742359997,0.9795925163574222,99.46585750755555,193352.7990272,44.93759001577143,24.8599327606934,15.906341754530374,253.90321933876956,277.06164428125,287.4572280984375,24.222459429003912,-0.1449555351562503,-1.758901425390632,-14.74977369785156,4.942546222070309,1.441079581347645
2019-04-01 18:45:00,0.0,0.0,6.62,31.05,2.66,267.68,997.68,0,0,8.5,996.0,315,1.5,0.0,-1.9854486020019653,1.685928966455065,262.79136624531253,285.53155231875,98332.92903619996,0.9843278391357424,61.64414630400002,105113.0459136,43.63746131750482,24.845271382885777,16.22292612413563,253.97665512807615,277.04283563125,287.2409524585937,24.442657795556645,-0.189332660156253,-1.5869206229492256,-14.887172695117188,5.206669750195308,1.320621955029284
2019-04-01 19:00:00,0.0,0.0,6.49,31.25,2.72,271.29,997.8,0,0,7.0,996.0,168,0.2,0.0,-1.875803668359389,1.6270383734374856,263.207188275,285.37229546875,98342.55064879997,0.9890631619140628,23.82243510044446,16873.292799999977,42.33733261923822,24.83061000507816,16.53951049374088,254.0500909173828,277.02402698125,287.02467681875,24.66285616210938,-0.2337097851562556,-1.4149398205078196,-15.024571692382814,5.470793278320308,1.2001643287109236
2019-04-01 19:15:00,0.0,0.0,6.33,31.5,2.83,273.3,997.74,0,0,6.3,996.0,152,0.0,0.0,-1.813418863476573,1.4196580395507632,262.7525556085937,285.79589999609374,98361.31552379996,0.9908565463867188,17.866826325333342,12654.969599999982,40.77223924631342,24.738737485192907,16.637488156082185,254.10796051376957,277.02210677578125,286.84844740859376,24.843037365966804,-0.1669190630371161,-1.2721137511718803,-15.230492672509769,5.525088745361324,0.9916954164062344
2019-04-01 19:30:00,0.0,0.0,6.16,31.72,2.92,274.68,997.54,0,0,5.8,996.099976,149,0.0,0.0,-1.751034058593757,1.212277705664041,262.2979229421875,286.2195045234375,98380.08039879995,0.9926499308593753,11.91121755022223,8436.646399999989,39.20714587338863,24.646864965307657,16.735465818423492,254.16583011015624,277.0201865703125,286.6722179984375,25.023218569824223,-0.1001283409179766,-1.129287681835941,-15.43641365263672,5.57938421240234,0.7832265041015449
2019-04-01 19:45:00,0.0,0.0,6.05,31.86,2.95,276.51,997.66,0,0,6.3,995.700012,231,0.0,0.0,-1.688649253710941,1.0048973717773189,261.84329027578127,286.6431090507812,98398.84527379996,0.9944433153320312,5.955608775111116,4218.323199999995,37.64205250046383,24.554992445422407,16.8334434807648,254.22369970654296,277.0182663648438,286.4959885882812,25.20339977368165,-0.0333376187988371,-0.9864616125000016,-15.642334632763674,5.633679679443357,0.5747575917968556
2019-04-01 20:00:00,0.0,0.0,5.97,31.96,2.89,278.1,997.82,0,0,7.1,995.599976,107,0.0,0.0,-1.626264448828125,0.7975170378905965,261.388657609375,287.06671357812496,98417.61014879995,0.9962366998046877,0.0,0.0,36.07695912753903,24.463119925537157,16.931421143106103,254.28156930292968,277.016346159375,286.31975917812497,25.38358097753907,0.0334531033203023,-0.8436355431640623,-15.848255612890627,5.687975146484373,0.3662886794921662
2019-04-01 20:15:00,0.0,0.0,5.88,32.13,2.8,280.57,997.8,0,0,7.3,995.599976,298,0.0,0.0,-1.3630428266601553,0.5274248209472355,261.21985998046875,287.10479676328123,98425.99099239997,0.9784864296875,0.0,0.0,35.557964286450165,24.278494953723182,17.132552405352044,254.2903699311035,276.979004296875,286.2355250617187,25.34601803710938,0.1402808613281143,-0.6982338066894526,-15.987292585400391,5.773906267675779,0.1379889120116966
2019-04-01 20:30:00,0.0,0.0,5.78,32.37,2.73,280.98,997.7,0,0,7.6,995.5,308,0.0,0.0,-1.0998212044921856,0.2573326040038746,261.0510623515625,287.14287994843744,98434.37183599998,0.9607361595703126,0.0,0.0,35.0389694453613,24.093869981909226,17.333683667597988,254.29917055927731,276.941662434375,286.1512909453125,25.30845509667969,0.2471086193359263,-0.5528320702148428,-16.12632955791016,5.859837388867184,-0.0903108554687729
2019-04-01 20:45:00,0.0,0.0,5.67,32.67,2.7,279.06,997.63,0,0,7.4,995.599976,250,0.0,0.0,-0.8365995823242158,-0.0127596129394864,260.88226472265626,287.1809631335937,98442.75267959996,0.942985889453125,0.0,0.0,34.51997460427245,23.90924501009525,17.53481492984393,254.3079711874512,276.904320571875,286.0670568289063,25.27089215625,0.3539363773437383,-0.4074303337402331,-16.265366530419925,5.945768510058591,-0.3186106229492425
2019-04-01 21:00:00,0.0,0.0,5.56,32.98,2.68,277.79,997.52,0,0,6.8,995.799988,230,0.0,0.0,-0.5733779601562462,-0.2828518298828473,260.71346709375,287.21904631875,98451.13352319995,0.9252356193359376,0.0,0.0,34.00097976318359,23.724620038281287,17.73594619208987,254.316771815625,276.866978709375,285.9828227125,25.233329215820312,0.4607641353515503,-0.2620285972656233,-16.40440350292969,6.031699631249997,-0.5469103904297121
2019-04-01 21:15:00,0.0,0.0,5.47,33.28,2.64,277.65,997.44,0,0,5.8,996.0,163,0.0,0.0,-0.400970440869136,-0.3335579484863612,261.2014222429688,286.76221158593745,98456.75306059996,0.7277357436767575,0.0,0.0,34.52683437629394,23.56810416676029,18.11946518646243,254.2935456728516,276.89521164765625,285.86955436640625,25.061864691748045,0.6181634457031117,-0.1522750164062476,-16.424445080126954,6.171417250781248,-0.6325463750488514
2019-04-01 21:30:00,0.0,0.0,5.41,33.56,2.58,278.41,997.51,0,0,5.7,996.099976,130,0.0,0.0,-0.2285629215820258,-0.3842640670898751,261.6893773921875,286.305376853125,98462.37259799996,0.5302358680175776,0.0,0.0,35.05268898940429,23.41158829523929,18.502984180834996,254.27031953007813,276.9234445859375,285.7562860203125,24.89040016767578,0.775562756054673,-0.0425214355468719,-16.44448665732422,6.3111348703124985,-0.7181823596679906
2019-04-01 21:45:00,0.0,0.0,5.36,33.87,2.49,278.33,997.5,0,0,5.9,996.200012,197,0.0,0.0,-0.0561554022949156,-0.4349701856933891,262.17733254140626,285.84854212031246,98467.99213539998,0.3327359923583977,0.0,0.0,35.57854360251464,23.255072423718296,18.88650317520756,254.2470933873047,276.9516775242188,285.64301767421875,24.718935643603515,0.9329620664062342,0.0672321453125037,-16.46452823452148,6.45085248984375,-0.8038183442871298
2019-04-01 22:00:00,0.0,0.0,5.3,34.24,2.42,277.09,997.33,0,0,6.2,996.400024,143,0.7,0.0,0.1162521169921945,-0.485676304296903,262.665287690625,285.3917073875,98473.61167279998,0.1352361166992177,0.0,0.0,36.104398215625,23.098556552197294,19.27002216958012,254.22386724453125,276.9799104625,285.529749328125,24.54747111953125,1.0903613767577955,0.1769857261718795,-16.484569811718746,6.590570109375001,-0.8894543289062691
2019-04-01 22:15:00,0.58,0.03,5.26,34.63,2.37,275.53,997.35,5,6,6.2,996.599976,129,0.7,0.098166,0.2593227490234435,-0.5422583075195563,263.28010511875004,284.29774272968746,98471.68447279996,0.3379269234130854,0.0,0.0,37.7607837842041,22.87875397683719,19.84851566967778,254.15016712875976,277.16351052734376,285.3842995992187,24.35836672470703,1.458534256689436,0.3415355436523483,-16.327408458447263,6.675474116650394,-0.9310554221191584
