,1D_nwp_globalirrad,1D_nwp_directirrad,3D_u_1000hPa,2D_u10,1D_nwp_temperature,2D_t2m,2D_ssrd,power
2019-04-02 06:15:00,740.3,686.68,1.533002949267581,1.235947211572264,17.17,278.65840647187497,7.87241489066666,24.49563
2019-04-02 06:30:00,719.0,665.98,1.5040118555664088,1.2836669541992185,17.33,278.921049521875,15.74482978133332,23.259251000000003
2019-04-02 06:45:00,683.28,631.25,1.4750207618652365,1.331386696826173,17.46,279.183692571875,23.61724467199998,21.903879
2019-04-02 07:00:00,657.06,605.77,1.4460296681640643,1.3791064394531276,17.59,279.446335621875,31.48965956266664,20.864811
2019-04-02 07:15:00,614.39,564.37,1.2950861829589864,1.2916566163085972,17.65,279.8733144152344,67.0817874062222,19.75313
2019-04-02 07:30:00,583.83,534.74,1.1441426977539084,1.2042067931640663,17.69,280.30029320859376,102.67391524977776,17.975559
2019-04-02 07:45:00,535.05,487.53,0.9931992125488304,1.116756970019536,17.7,280.7272720019531,138.26604309333334,16.213751000000002
2019-04-02 08:00:00,500.76,454.4,0.8422557273437525,1.0293071468750057,17.71,281.1542507953125,173.85817093688888,14.26513
2019-04-02 08:15:00,447.04,402.6,0.5509366481933607,0.6955599938476602,17.65,281.3968324511719,225.36345129244444,12.74591
2019-04-02 08:30:00,409.9,366.91,0.2596175690429689,0.3618128408203148,17.57,281.63941410703126,276.868731648,10.94494
2019-04-02 08:45:00,352.59,312.02,-0.0317015101074228,0.0280656877929694,17.44,281.8819957628906,328.3740120035555,8.997625
2019-04-02 09:00:00,313.52,274.79,-0.3230205892578145,-0.305681465234376,17.33,282.12457741875,379.8792923591111,7.0
2019-04-02 09:15:00,254.06,218.5,-0.6940101827636739,-0.6649298004882831,17.16,283.6271800320312,429.6239963591111,5.348656
2019-04-02 09:30:00,214.18,181.08,-1.0649997762695331,-1.02417813574219,17.0,285.1297826453125,479.368700359111,3.813359
2019-04-02 09:45:00,154.73,126.06,-1.4359893697753927,-1.383426470996097,16.74,286.6323852585938,529.1134043591111,2.567359
2019-04-02 10:00:00,115.95,90.94,-1.806978963281252,-1.742674806250004,16.39,288.134987871875,578.858108359111,1.564828
2019-04-02 10:15:00,60.82,43.01,-2.0313111868652367,-1.9742190969726612,15.56,288.05182903437503,616.3641077617777,0.781826
2019-04-02 10:30:00,28.17,17.03,-2.2556434104492213,-2.2057633876953187,14.89,287.968670196875,653.8701071644444,0.266342
2019-04-02 10:45:00,0.0,0.0,-2.479975634033206,-2.437307678417976,14.33,287.88551135937496,691.3761065671112,0.0
2019-04-02 11:00:00,0.0,0.0,-2.7043078576171906,-2.6688519691406327,13.96,287.802352521875,728.8821059697779,0.0
2019-04-02 11:15:00,0.0,0.0,-2.8022110471679715,-2.769312435400398,13.63,287.75362842421873,754.8209418240001,0.0
2019-04-02 11:30:00,0.0,0.0,-2.9001142367187525,-2.869772901660164,13.3,287.7049043265625,780.7597776782222,0.0
2019-04-02 11:45:00,0.0,0.0,-2.9980174262695334,-2.970233367919929,12.98,287.65618022890624,806.6986135324444,0.0
2019-04-02 12:00:00,0.0,0.0,-3.0959206158203143,-3.0706938341796945,12.68,287.60745613125,832.6374493866666,0.0
2019-04-02 12:15:00,0.0,0.0,-3.183221495703126,-3.1604954671386785,12.37,288.30070034140624,840.8168998257777,0.0
2019-04-02 12:30:00,0.0,0.0,-3.270522375585938,-3.2502971000976624,12.03,288.9939445515625,848.9963502648889,0.0
2019-04-02 12:45:00,0.0,0.0,-3.35782325546875,-3.3400987330566463,11.73,289.68718876171874,857.1758007039999,0.0
2019-04-02 13:00:00,0.0,0.0,-3.445124135351562,-3.42990036601563,11.47,290.380432971875,865.3552511431111,0.0
2019-04-02 13:15:00,0.0,0.0,-3.491394369775389,-3.482043384667973,11.22,290.40082773203125,856.1862720426667,0.0
2019-04-02 13:30:00,0.0,0.0,-3.5376646041992164,-3.534186403320316,11.01,290.4212224921875,847.0172929422222,0.0
2019-04-02 13:45:00,0.0,0.0,-3.583934838623044,-3.586329421972659,10.8,290.44161725234375,837.8483138417778,0.0
2019-04-02 14:00:00,0.0,0.0,-3.630205073046871,-3.638472440625002,10.57,290.4620120125,828.6793347413334,0.0
2019-04-02 14:15:00,0.0,0.0,-3.608955239599605,-3.628454869335939,10.27,290.50008322734374,803.0417923982222,0.0
2019-04-02 14:30:00,0.0,0.0,-3.587705406152339,-3.618437298046876,9.98,290.53815444218753,777.4042500551111,0.0
2019-04-02 14:45:00,0.0,0.0,-3.566455572705073,-3.6084197267578135,9.68,290.5762256570313,751.766707712,0.0
2019-04-02 15:00:00,0.0,0.0,-3.545205739257808,-3.5984021554687504,9.47,290.614296871875,726.1291653688888,0.0
2019-04-02 15:15:00,0.0,0.0,-3.4830249138671823,-3.537199599902344,9.36,290.5622090554688,687.2477826986667,0.0
2019-04-02 15:30:00,0.0,0.0,-3.4208440884765574,-3.475997044335937,9.26,290.5101212390625,648.3664000284444,0.0
2019-04-02 15:45:00,0.0,0.0,-3.3586632630859325,-3.4147944887695307,9.15,290.45803342265623,609.4850173582222,0.0
2019-04-02 16:00:00,0.0,0.0,-3.2964824376953072,-3.3535919332031243,9.09,290.40594560625,570.603634688,0.0
2019-04-02 16:15:00,0.0,0.0,-3.2143736694335887,-3.2744028966308587,8.88,290.45440033515627,521.8662917404445,0.0
2019-04-02 16:30:00,0.0,0.0,-3.1322649011718697,-3.195213860058593,8.68,290.5028550640625,473.1289487928889,0.0
2019-04-02 16:45:00,0.0,0.0,-3.050156132910151,-3.116024823486327,8.45,290.5513097929687,424.3916058453333,0.0
2019-04-02 17:00:00,0.0,0.0,-2.9680473646484327,-3.0368357869140614,8.23,290.599764521875,375.65426289777776,0.0
2019-04-02 17:15:00,0.0,0.0,-2.89137713320312,-2.831525738232421,7.96,289.6284137203125,325.90661570844446,0.0
2019-04-02 17:30:00,0.0,0.0,-2.8147069017578072,-2.626215689550781,7.7,288.65706291874994,276.1589685191111,0.0
2019-04-02 17:45:00,0.0,0.0,-2.738036670312494,-2.4209056408691407,7.46,287.68571211718745,226.4113213297778,0.0
2019-04-02 18:00:00,0.0,0.0,-2.6613664388671814,-2.2155955921875004,7.23,286.71436131562496,176.6636741404445,0.0
2019-04-02 18:15:00,0.0,0.0,-2.587235978320306,-2.384645596777344,6.99,286.2804697390625,139.00719726933335,0.0
2019-04-02 18:30:00,0.0,0.0,-2.51310551777343,-2.553695601367187,6.76,285.8465781625,101.35072039822226,0.0
2019-04-02 18:45:00,0.0,0.0,-2.4389750572265543,-2.72274560595703,6.5,285.4126865859375,63.69424352711116,0.0
2019-04-02 19:00:00,0.0,0.0,-2.3648445966796787,-2.8917956105468736,6.28,284.978795009375,26.03776665600002,0.0
2019-04-02 19:15:00,0.0,0.0,-2.2473288748046785,-2.70150522729492,6.11,285.12141280859373,19.528324992000016,0.0
2019-04-02 19:30:00,0.0,0.0,-2.129813152929678,-2.511214844042966,5.97,285.2640306078125,13.01888332800001,0.0
2019-04-02 19:45:00,0.0,0.0,-2.012297431054678,-2.3209244607910127,5.86,285.40664840703124,6.509441664000004,0.0
2019-04-02 20:00:00,0.0,0.0,-1.8947817091796777,-2.130634077539059,5.77,285.54926620625,0.0,0.0
2019-04-02 20:15:00,0.0,0.0,-1.7121278776367084,-1.8635848765136676,5.7,285.93560802343745,0.0,0.0
2019-04-02 20:30:00,0.0,0.0,-1.5294740460937388,-1.5965356754882756,5.62,286.32194984062494,0.0,0.0
2019-04-02 20:45:00,0.0,0.0,-1.3468202145507693,-1.3294864744628838,5.56,286.7082916578125,0.0,0.0
2019-04-02 21:00:00,0.0,0.0,-1.1641663830078,-1.0624372734374925,5.53,287.094633475,0.0,0.0
2019-04-02 21:15:00,0.0,0.0,-0.9462721640136584,-0.7574355347167878,5.49,286.8873969539062,0.0,0.0
2019-04-02 21:30:00,0.0,0.0,-0.7283779450195168,-0.4524337959960833,5.47,286.6801604328125,0.0,0.0
2019-04-02 21:45:00,0.0,0.0,-0.5104837260253752,-0.1474320572753789,5.45,286.47292391171874,0.0,0.0
2019-04-02 22:00:00,0.0,0.0,-0.2925895070312336,0.1575696814453255,5.41,286.265687390625,0.0,0.0
2019-04-02 22:15:00,2.28,0.44,-0.1762625093749833,0.2555206115234492,5.35,285.45708720625,0.0,0.122438
2019-04-02 22:30:00,25.73,15.11,-0.059935511718733,0.3534715416015728,5.41,284.648487021875,0.0,0.501416
2019-04-02 22:45:00,74.95,54.78,0.0563914859375172,0.4514224716796965,5.77,283.8398868375,0.0,0.96157
2019-04-02 23:00:00,111.63,86.88,0.1727184835937676,0.5493734017578201,6.36,283.031286653125,0.0,1.605461
2019-04-02 23:15:00,169.22,139.15,0.2469038099609551,0.6009449982910231,7.16,283.1076795375,0.0,2.393125
2019-04-02 23:30:00,208.42,175.46,0.3210891363281427,0.652516594824226,7.91,283.184072421875,0.0,3.399484
2019-04-02 23:45:00,267.4,230.83,0.3952744626953302,0.7040881913574288,8.71,283.26046530625,0.0,4.629297
2019-04-03 00:00:00,306.42,267.78,0.4694597890625177,0.7556597878906318,9.25,283.336858190625,0.0,6.330953
2019-04-03 00:15:00,363.9,322.56,0.560252325097673,0.8248539297363351,9.77,283.10801546874995,0.0,7.684031
2019-04-03 00:30:00,401.26,358.34,0.6510448611328281,0.8940480715820385,10.32,282.879172746875,0.0,9.340406
2019-04-03 00:45:00,455.55,410.5,0.7418373971679832,0.9632422134277416,10.95,282.650330025,0.0,10.92722
2019-04-03 01:00:00,490.42,444.11,0.8326299332031385,1.032436355273445,11.58,282.421487303125,0.0,12.55275
2019-04-03 01:15:00,540.41,492.39,0.861141960058607,1.0224478270019604,12.17,281.98300584375,0.0,14.09428
2019-04-03 01:30:00,571.96,522.92,0.8896539869140754,1.012459298730476,12.7,281.544524384375,0.0,15.61525
2019-04-03 01:45:00,616.4,565.99,0.9181660137695438,1.0024707704589912,13.3,281.106042925,0.0,16.740499
2019-04-03 02:00:00,643.98,592.74,0.9466780406250124,0.9924822421875068,13.94,280.667561465625,0.0,18.094561
2019-04-03 02:15:00,682.01,629.68,0.927075645361341,0.9668568063964912,14.64,280.56857223828126,0.0,19.08638
2019-04-03 02:30:00,705.08,652.11,0.9074732500976698,0.9412313706054756,15.32,280.4695830109375,0.0,20.21863
2019-04-03 02:45:00,736.08,682.26,0.8878708548339985,0.9156059348144602,16.01,280.37059378359373,0.0,21.494381
2019-04-03 03:00:00,754.21,699.92,0.8682684595703273,0.8899804990234447,16.71,280.27160455625,0.0,22.606501
2019-04-03 03:15:00,777.35,722.44,0.8928906516601711,0.9163909349609438,17.39,279.7715859,0.0,22.983629
2019-04-03 03:30:00,789.98,734.75,0.9175128437500149,0.942801370898443,18.02,279.27156724375,0.0,23.537939
2019-04-03 03:45:00,804.61,749.01,0.9421350358398586,0.969211806835942,18.61,278.7715485875,0.0,24.171
2019-04-03 04:00:00,811.47,755.7,0.9667572279297024,0.9956222427734412,19.17,278.27152993125,0.0,24.646561
2019-04-03 04:15:00,817.4,761.48,1.0023230305175923,0.9999689153320342,19.71,278.18339299375,0.0,24.753309
2019-04-03 04:30:00,818.44,762.51,1.0378888331054827,1.0043155878906274,20.27,278.09525605625,0.0,24.90906
2019-04-03 04:45:00,815.66,759.82,1.0734546356933727,1.0086622604492206,20.81,278.00711911875,0.0,24.631689
2019-04-03 05:00:00,810.93,755.22,1.109020438281263,1.0130089330078136,21.32,277.91898218125,0.0,24.23925
2019-04-03 05:15:00,799.55,744.15,1.113183959033215,1.0141308750976572,21.75,278.2463047398437,0.0,24.115
2019-04-03 05:30:00,789.19,734.09,1.1173474797851677,1.015252817187501,22.11,278.5736272984375,0.0,23.883129
2019-04-03 05:45:00,769.6,715.03,1.1215110005371196,1.0163747592773449,22.4,278.9009498570312,0.0,23.33581
2019-04-03 06:00:00,753.86,699.71,1.125674521289072,1.0174967013671885,22.63,279.228272415625,0.0,22.511129
2019-04-03 06:15:00,726.33,672.94,1.0877221388671965,1.0614742029296895,22.77,279.32918801640625,8.914249998222216,21.569189
2019-04-03 06:30:00,705.46,652.65,1.0497697564453206,1.1054517044921912,22.85,279.43010361718746,17.82849999644443,20.73881
2019-04-03 06:45:00,670.59,618.77,1.011817374023445,1.1494292060546925,22.88,279.5310192179687,26.74274999466665,19.37775
2019-04-03 07:00:00,645.05,593.99,0.9738649916015694,1.1934067076171937,22.9,279.63193481875,35.65699999288886,17.57
2019-04-03 07:15:00,603.5,553.7,0.8864892234863342,1.1005332028320378,22.89,280.0507489492188,75.99895231999997,16.171749
2019-04-03 07:30:00,573.73,524.86,0.7991134553710991,1.007659698046882,22.9,280.4695630796875,116.34090464711107,14.9065
2019-04-03 07:45:00,526.2,478.88,0.7117376872558641,0.9147861932617264,22.9,280.88837721015625,156.68285697422218,14.14394
2019-04-03 08:00:00,492.75,446.57,0.6243619191406289,0.8219126884765704,22.91,281.30719134062497,197.02480930133328,10.25019
2019-04-03 08:15:00,440.25,395.98,0.3813438732910194,0.5502230636230537,22.82,281.48804876875,247.60857341155548,9.354188
2019-04-03 08:30:00,403.89,361.06,0.1383258274414098,0.278533438769537,22.69,281.668906196875,298.19233752177774,9.118156
2019-04-03 08:45:00,347.67,307.24,-0.1046922184081997,0.0068438139160204,22.47,281.849763625,348.77610163199995,7.493938000000001
2019-04-03 09:00:00,309.29,270.67,-0.3477102642578092,-0.2648458109374964,22.28,282.030621053125,399.35986574222215,4.15636
2019-04-03 09:15:00,250.84,215.34,-0.4786044633300744,-0.3875404576171838,22.02,283.748326959375,446.2840123022222,3.361422
2019-04-03 09:30:00,211.66,178.57,-0.6094986624023397,-0.5102351042968714,21.74,285.46603286562504,493.2081588622222,3.719844
2019-04-03 09:45:00,153.29,124.56,-0.7403928614746049,-0.6329297509765588,21.35,287.183738771875,540.1323054222222,2.190125
2019-04-03 10:00:00,115.26,90.14,-0.8712870605468701,-0.7556243976562462,20.92,288.901444678125,587.0564519822223,0.8979959999999999
2019-04-03 10:15:00,61.26,43.16,-0.9058531798828068,-0.7830484242187454,20.32,288.9961523390625,623.9263552142222,0.628332
2019-04-03 10:30:00,29.24,17.64,-0.9404192992187432,-0.8104724507812445,19.67,289.09086,660.7962584462222,0.223125
2019-04-03 10:45:00,0.0,0.0,-0.9749854185546796,-0.8378964773437437,18.98,289.1855676609375,697.6661616782221,0.0
2019-04-03 11:00:00,0.0,0.0,-1.009551537890616,-0.8653205039062428,18.48,289.280275321875,734.5360649102221,0.0
2019-04-03 11:15:00,0.0,0.0,-0.966477040722648,-0.8258059773437433,18.09,289.4415505625,757.5573315839999,0.0
2019-04-03 11:30:00,0.0,0.0,-0.9234025435546798,-0.7862914507812437,17.78,289.60282580312503,780.5785982577777,0.0
2019-04-03 11:45:00,0.0,0.0,-0.8803280463867116,-0.7467769242187443,17.49,289.76410104375,803.5998649315554,0.0
2019-04-03 12:00:00,0.0,0.0,-0.8372535492187434,-0.7072623976562448,17.17,289.925376284375,826.6211316053333,0.0
2019-04-03 12:15:00,0.0,0.0,-0.8951165027343695,-0.7493828903320269,16.83,290.9534928953125,833.7848780657778,0.0
2019-04-03 12:30:00,0.0,0.0,-0.9529794562499956,-0.7915033830078089,16.46,291.98160950625,840.9486245262223,0.0
2019-04-03 12:45:00,0.0,0.0,-1.0108424097656217,-0.833623875683591,16.02,293.0097261171875,848.1123709866666,0.0
2019-04-03 13:00:00,0.0,0.0,-1.0687053632812475,-0.8757443683593731,15.48,294.037842728125,855.2761174471111,0.0
2019-04-03 13:15:00,0.0,0.0,-1.1992820983398411,-1.0033332764160137,14.9,294.1330453609375,846.1760608284444,0.0
2019-04-03 13:30:00,0.0,0.0,-1.3298588333984351,-1.1309221844726545,14.47,294.22824799375,837.0760042097778,0.0
2019-04-03 13:45:00,0.0,0.0,-1.460435568457029,-1.2585110925292953,14.21,294.3234506265625,827.9759475911112,0.0
2019-04-03 14:00:00,0.0,0.0,-1.5910123035156227,-1.386100000585936,13.97,294.418653259375,818.8758909724445,0.0
2019-04-03 14:15:00,0.0,0.0,-1.7105384188964818,-1.5249819913085918,13.82,294.45645625859373,794.9226622435556,0.0
2019-04-03 14:30:00,0.0,0.0,-1.830064534277341,-1.6638639820312475,13.74,294.4942592578125,770.9694335146667,0.0
2019-04-03 14:45:00,0.0,0.0,-1.9495906496582,-1.8027459727539037,13.68,294.53206225703127,747.0162047857779,0.0
2019-04-03 15:00:00,0.0,0.0,-2.069116765039059,-1.9416279634765596,13.62,294.56986525625,723.0629760568889,0.0
2019-04-03 15:15:00,0.0,0.0,-2.1535466051269494,-2.056731717822262,13.54,294.6251169140625,684.1876629617778,0.0
2019-04-03 15:30:00,0.0,0.0,-2.23797644521484,-2.1718354721679654,13.44,294.680368571875,645.3123498666668,0.0
